TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.533333333,-373.081,64.2805,43.3696,6.12452,0.764641,4.51725,-0.80307,-3.72928,-2.44174,4.50533,-6.86398,3.65073,5.79487,0.849173,2.33993,4.00626,-1.22333,-1.96869,2.07581,-1.272,5.68784
0.554666667,-373.171,62.8935,41.7954,8.06373,-0.443059,4.69315,2.08216,-3.72321,-3.18902,4.0846,-5.4097,3.95332,3.78361,0.86051,2.48887,1.51352,-0.36836,-3.0963,0.507535,-1.08176,4.30283
0.576000000,-380.313,60.5797,44.1715,8.4524,2.34488,6.1436,2.21145,-4.0379,-2.63618,6.56628,-7.15808,3.8456,5.40661,-0.0743392,3.94554,3.83192,-1.5142,-3.01605,1.49074,-1.38148,5.13797
0.597333333,-372.284,64.9769,41.8979,7.15482,0.761105,2.49901,0.91595,-3.5569,-4.44014,4.41603,-6.41912,5.07195,3.80975,-0.403582,3.5846,3.71618,-0.701475,-2.73206,0.853045,-0.235925,4.85232
0.618666667,-374.937,63.1272,42.8817,6.75592,0.771091,5.87316,-0.120794,-2.82822,-2.76991,4.66995,-6.5373,4.87165,4.78139,-0.65505,2.21253,4.32262,-1.36453,-3.96785,0.682036,-1.34416,4.6237
0.640000000,-376.914,61.4374,40.7347,11.0641,3.8981,3.02593,0.927462,-2.3602,-2.90557,4.90803,-6.85361,5.0009,3.25128,1.14607,4.51414,3.40072,0.0312418,-3.69668,-0.40754,-1.06507,5.61764
0.661333333,-216.658,23.0593,6.00464,14.1755,-0.844284,6.34052,-0.245347,2.49592,-1.68621,1.34159,-0.706444,0.559899,-2.50891,-2.52637,-4.17874,-4.13685,-2.75969,-1.77673,-0.757336,-0.818185,-1.40615
0.682666667,-327.569,48.0172,22.1155,17.7038,8.39938,4.88226,0.661105,2.38295,-1.96705,3.66115,0.398742,4.1495,3.91897,5.3471,3.71352,5.12953,-0.741472,-1.20716,0.549886,-2.1302,1.83491
0.704000000,-360.739,53.3872,34.0741,16.3884,9.07072,2.59175,2.73808,2.63452,-4.19072,7.30662,-4.6841,5.87751,5.78876,3.97226,6.60056,3.64681,0.682585,-0.79805,2.20326,-3.03383,5.7666
0.725333333,-367.448,58.983,36.4994,12.6352,5.06318,-1.80603,1.09218,0.337411,-5.0739,4.56715,-4.00206,4.47056,1.60339,3.69504,7.94334,2.39591,-0.696731,-1.73342,1.97811,-1.13332,6.58973
0.746666667,-366.791,57.1463,35.364,13.9979,6.46421,0.0746074,3.48593,1.92532,-4.75508,6.63711,-3.65455,4.40782,4.21298,3.59592,4.47669,2.19736,0.504541,-1.72009,-0.304346,-3.29828,5.69633
0.768000000,-364.59,53.9304,34.7254,17.393,7.51951,0.245886,1.8467,0.181417,-2.87034,4.77346,-4.25995,7.77989,3.06763,4.30229,6.11791,1.78448,2.28522,-1.24871,1.01096,-1.17542,6.55656
0.789333333,-362.451,56.8968,34.0545,14.4376,2.53476,-1.55229,0.422753,-0.46784,-4.75582,1.63298,-4.26657,4.29366,2.33851,3.42468,3.52778,2.66266,1.84722,-3.97822,1.18843,-1.34986,4.86316
0.810666667,-365.816,55.7798,35.4539,15.4113,6.66078,-1.3227,3.23599,2.7884,-4.07356,5.9012,-4.30173,3.38972,4.35665,5.14231,4.07034,1.20386,-0.415252,-1.56768,0.479161,-2.92572,5.45675
0.832000000,-374.48,57.1243,37.8852,13.0628,5.02056,0.0966247,0.0775691,1.18438,-5.06954,4.26808,-3.66176,3.02674,3.43554,4.46434,4.81759,3.06132,0.625595,-2.6956,1.16825,0.319882,4.8145
0.853333333,-373.831,61.0122,39.311,10.7371,0.128064,-1.61456,0.837341,0.0173221,-6.11496,2.27928,-6.37358,4.74162,2.86888,0.934725,4.04446,1.62798,-0.0415317,-2.4274,0.31288,-1.58652,4.88006
0.874666667,-375.177,58.4045,37.6749,12.6314,5.69505,3.2709,-0.157393,-0.0249138,-1.05998,4.06297,-4.57586,5.49144,3.84286,2.17396,5.5804,1.18811,-2.4983,-0.810543,2.4584,-4.02599,4.55209
0.896000000,-387.906,50.726,32.6113,11.9582,5.15315,2.65039,-0.26787,-1.16852,-4.34347,5.17348,-3.90948,1.19667,3.4988,4.08696,3.01006,2.31813,1.28242,-2.42079,-0.736223,0.00566107,2.53299
